	TexTerm_Beltra_RNA_rep1	TexTerm_Beltra_RNA_rep2	TexTerm_Beltra_RNA_rep3	TexTerm_Hudson_RNA_rep1	TexTerm_Hudson_RNA_rep2	TexTerm_Hudson_RNA_rep3	TRM_IEL_1_RNA_rep1	TRM_IEL_1_RNA_rep2	TRM_IEL_2_RNA_rep1	TRM_IEL_2_RNA_rep2	TRM_liver_RNA_rep1	TRM_liver_RNA_rep2	TRM_lung_A_RNA_rep1	TRM_lung_A_RNA_rep2	TRM_lung_A_RNA_rep3	TRM_lung_I_RNA_rep1	TRM_lung_I_RNA_rep2	TRM_lung_I_RNA_rep3
Lrrc38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Anp32b-ps1	1.01	0	0	2	0	2	5.83	0	2.07	0	0	2	1.02	0	0	1.04	0	1.02
Pramel1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm13045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramef8	441	320	292	1444	1292	1129	71	33	113	99	1157	1210	87	64	100	92	272	241
Oog4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0
Gm13042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13041	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Gm13043	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm13040	0	0	0	0	0	0	0	1	0	0	0	0	5	4.49	0	1.52	0	0
BC080695	0	0	0	0	0	0	0	0	0	0	0	0	12	8.51	7	1.48	0	0
Gm13057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13058	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	0	0	0	0
Gm13080	1.13	1.76	0	0	4.63	0.89	8.81	0	0	0	0	0	0	1.78	0	0	0	0
Gm13083	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0
Gm13088	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	3.38	0
Gm13085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13089	0	0	0	0	0	0	0	0	0	0	0	0	5	7	14	1	2	0
Gm13078	0	0	0	0	0	0	0	2	0	0	0	0	2	10	0	3	3	0
Gm13087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13081	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	0	0	0
Gm13023	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Gm13084	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
Gm13103	0	0	0	0	0	0	1	0	0	0	0	0	2	9.2	16	4	5.62	0
Pramef6	0	0	0	0	0	0	0	0	0	0	0	0	3	6	3	2	0	0
Gm13100	0	0	0	0	0	0	0	0	0	0	0	0	2	1.5	0	1	0	0
Gm13106	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Pramef25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13101	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0
Pramef17	0	0	0	0	0	0	0	0	0	0	0	0	4.28	0	6	0	0	0
Gm13108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13104	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0
Pramel4	0	0	0	0	0	0	0	0	1	0	0	0	0	15	7.61	7	7	3
Gm13102	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7.39	0	0	0
Oog3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0
Oog2	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0
C87977	0	0	0	0	0	0	0	0	0	0	0	0	4	17.67	0	3	0	0
Gm13123	0	0	0	0	0	0	0.67	0.22	9.37	2.48	0	0	0	0	0	0.14	2.04	0
Pramel5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Gm13120	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0
Gm13130	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0
Gm13128	0	0	0	0	0	0	3	0	0	0	0	0	5.72	14	0	1	0	0
Gm13122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm13119	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0
Gm13125	0	0	0	0	0	0	0	0	0	0	0	0	3	9	3	5	0	0
Pramef12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	1	0	0
Pramef12os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Gm9944	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1
Aadacl3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	0	0
Gm13118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430007A20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2
Gm13121	0	0	0	3.07	2.15	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm13126	0	0	0	0	0	0	0	0	0	0	0	0	5.06	2	0	3	2	2
Gm13124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13127	8.77	4.3	8.69	14.1	14.59	13.34	12.02	3.13	8.3	13.2	13.81	17.78	11.24	2.8	7.24	1.36	17.54	5.7
Gm13177	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
Gm436	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
Gm13178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx2-rs3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs3	0	2	1	0	4	0	2	2	1	2	5	6	1	9	3	18	11	22
Gm38074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13d	48	40	27	355	256	339	83	76	159	248	6197	6046	47	44	62	39	51	69
Tnfrsf1b	3014	2260	1618	23312	20497	17501	554	218	1600	1592	6948	7129	374	329	485	621	1079	1293
Tnfrsf8	13	19	14	34	48	64	0	0	0	0	71	46	0	0	0	5	13	0
Gm13024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Platr16	0	0	0	8.32	5	5.35	0	0	0	0	1.3	3	0.03	1	1	0	0	0
Gm13230	1	0	0	1.68	0	1.65	2	1	0	0	12.7	0	2.97	10	2	3.25	6	0
Gm13223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarca5-ps	3.24	1.04	0	10.61	9.97	5.88	0	5.86	0	0	21.15	13.99	4.67	3.17	10.09	3.41	8.23	8.67
Gm13229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13225	0	0	0	4	6.26	4.49	0	0	0	0	5	4.01	32.05	12.23	8	2	0	0
Gm21978	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm13228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16	1.03
Gm13222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13212	7.73	19.5	7.9	75.23	83.27	111.49	71.13	43.27	3.43	13.48	925.99	761.34	46.27	45.16	36.41	9.66	21.78	31.52
Gm26763	0	0	0	1	0	1	1	1	0	0	0	0	3	7	2	2	0	0
Gm13234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13231	0	0	0	0	1.83	0	0	0	1.55	0	0	0	0	2.17	5.82	0	0	1.48
Gm13249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13242	0	0	0	0	0	0	0	0	0	0	0	0	2.9	7.76	3.63	1.66	1.52	2
Gm13239	0	0	0	0	0	0	0	0	0	0	0	0	3.45	1	0	0	1	0
Gm13232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98	0	0
Gm13244	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
Gm13236	0	0	0	0	0	0	0	1	0	1	0	0	9	13.12	8	6	1	0
Gm13243	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Vmn2r-ps15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znf41-ps	12.4	13.69	13.07	63.55	105.81	84.54	7.52	0	0	0	402.14	426.96	9.64	9.03	6.41	10.43	7.84	20.37
Gm13238	0	0	0	0	0.5	0	0	0	0	0	4.94	4.61	0	8.87	0	1.72	3	0
Gm13246	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm13235	0	0	0	0	0	0	0	0	0	0	0	0	7.76	6.66	1.5	3.23	5	0
Gm13036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13034	0	0	0	4	0	5.94	0	0	0	0	0	9.65	7.07	12.41	2.3	8.98	5.48	4.93
Gm13035	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm13051	5	5	0	55.15	57.13	70.79	0	0	0	0	125.32	118.21	6.13	19.65	23.09	10.31	18.24	2.37
Gm26573	0	0	0	0	0	0	0	5.93	0	0	0	0	16.09	17.49	12.83	7.41	2.42	0
Zfp600	0	0	0	0	0	0	0	0	0	3.32	0	0	0	4.53	5	0	0	0
Gm13165	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm13170	0	0	0	0	0	0	0	0	0	0	0	0	4.34	1	0	0	0	0
Gm13167	0	0	0	0	0	0	0	0	0	0	0	0	0	10.87	0	0	0	0
Gm13169	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	2.02	0	2.04
Gm13166	0.66	2.88	0	18.76	13.18	15.86	6.35	1.74	18.77	13.56	15.67	8.88	5.96	6.78	0	9.46	7.51	7.12
Gm13168	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps17	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	1
Gm13251	0	3.75	1.49	24.79	21.48	31.33	24.15	24.8	16.07	1.7	153.47	128.31	12.09	19.26	8.97	6.43	17.27	16.44
Gm13241	0	0	0	0	0	0	0	0	0	3.16	16.01	6.88	0	0	2	5.44	0	0
Gm13245	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm13247	0	0	0	1	0	0	1	0	1.68	0	0	0	3.64	13.88	1	1	5.47	3
Gm26880	9.22	21.32	12.28	82.27	68.46	83.03	71.51	52.14	29.35	34.96	45.44	80.65	9	3	5.24	8.79	11.31	11.06
1700095A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	1	0	0
Gm13237	0	7.67	7.9	386.24	326.12	523.24	147.02	154.49	116.79	108.73	1018.64	864.35	16.26	0	4.81	15.49	15.47	21.41
Gm13233	0	0	0	0	1.03	1.02	0	0	0	0	1.03	6.85	0	2.02	0	0	0	0
Gm13240	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Vmn2r-ps16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13248	4.63	2.17	4.13	24.77	23.16	20.81	4.73	3.57	5.34	16.24	55.24	20.86	2.87	1.99	7.05	0	7.56	6.47
Gm21411	0	0	0	2	1	0	0	0	0	0	1	12	2.14	1.09	0	1.08	0	0
Gm20760	0	0	0	0	0	1	0	0	0	0	0	0	1.14	0	0	0	0	0
Gm13140	0	0	1.03	2.34	0	0	0	0	0	0	0	3.33	0	0	3.55	2.09	0	1.01
Gm13149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13150	0	0	0	3.87	1.96	1	0	0	0	1.02	16.77	9.95	4.95	8.72	8.53	3.52	0	0
C230088H06Rik	0	0	0	0	0	0	5	13.07	0	3	0	0	19.91	25.51	21.17	32.59	11.58	6
Rex2	0	0	0	0	0	0	0	1.77	1.32	0	0	0	7.87	7.86	7.37	3.34	8.01	1
Gm13153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
4933438K21Rik	0	0	0	2	0	0	0	5	0	0	0	0	88	92	88	35	65	5
Gm13160	0	0	0	1.56	0	0	4.7	2.43	2.38	0	0	0	0	0	0	1.19	1.1	1.17
Gm13142	0	0	0	3.21	4.3	2.15	0	1.03	1.03	0	1.06	3.53	1.03	0	1.04	1.05	1.02	0
Gm13162	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13139	4.31	14.51	12.3	44.13	51.38	80.46	63.07	44.89	11.84	6.19	239.12	248.61	2.43	2.8	19.57	17.68	10.82	18.26
Gm26624	0	0	0	6	1	3	15	13	8	5	2	5	46	79	35	43	22	9
Gm13146	0	0	0	0	0.5	0	0	0	0	0	0	0	1	2.13	0	0	0	1
Gm13163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13147	1	0	2.52	1.19	3.87	4.65	0	14.26	0	0	7.34	2.18	9.59	13.22	7.74	5.3	5.88	3
Gm13158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13135	0	0	0	0.96	0	0	0	0	0	0	4.68	0	6.49	8.16	11.97	10.53	4.63	10.23
Gm13144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13151	0	0	0	18.63	9.51	15.91	0	0	0	0	30.79	25.98	30.8	40.94	24.91	9.82	1.51	0
Gm13145	0	0	0	0	0	0	0	0.23	0	0	0	0	0	1.14	0	1	0	0
Gm8178	0	0	0	0	0	0	0	0	0	0	0	0	0.61	1	0	0.5	0	0
Gm13161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13152	0	1	1	10	5	3	0	0	0	0	22	17	1	0	1.37	0	0	1
Gm15951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps20	0	0	0	0	0	0	0	0	0	0	0	0	10	5	7	1	0	0
Gm13141	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Gm16503	0	0	0	0	1	0	0	2	0	0	0	0	59	50	49	11	13	1
Gm13154	1	0	0	17.06	12.85	7.69	0	0	0	1.13	13.65	13.17	40.64	35.22	26	15	23	7.06
2610305D13Rik	0	0	0	0	0	0	0	2	0	1.68	0	0	13.59	11.25	3	7	0	0
Gm13155	0	0	0	0	0	0	0	0	0	0	0	0	0.61	1	0	0.5	0	0
Gm16211	6	1	3	16	18	22	0	0	2	0	69	60	4	7	12	0	4	2
Zfp534	0	0	2	0	0	0	0	1.73	1.05	0	5.5	1.21	15.04	11.94	23	19.87	6.89	3.49
Gm13137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13136	0	3.27	0	2.26	2.87	3.89	0	3.67	0	0	16.41	11.23	3.71	5.2	6.58	3.84	11.69	0
Gm13148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13157	60.96	70.32	41.58	428.35	351.16	427.17	211.92	100.88	42.6	22.04	1462.34	1337.56	86.01	84.31	82.16	54.12	105.9	82.69
Gm20707	19.3	3.18	4	88.08	79.53	85.62	13.16	9.18	14.83	14.65	149.92	159.11	5.08	7.08	6.32	6.92	15.44	9.08
Rps19-ps3	0	0	0	3.24	2.14	1.07	0	1.42	0	1.21	17.4	12.34	1.06	0	0	2.08	1.09	0
Zfp933	11	21	9	87	73	105	13.74	3	6.14	11	575	429	16	26	13	11	17	15
Miip	173	102	80	889	888	1048	97	85	401	335	1312	1360	151	116	200	132	185	222
Fv1	4	1	3	31	25	36	3	4	9	17	233	219	7	3	7	5	5	9
Mfn2	394	291	216	2029	1617	1489	94	54	150	125	1523	1501	99	88	135	67	168	217
Gm13156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Plod1	39	12	17	88	88	90	18	5	45	32	151	156	18	12	18	16	34	42
2510039O18Rik	1068	874	645	4354	3968	3273	34	31	46	58	2143	2367	284	208	291	204	492	466
Nppb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nppa	0	0	0	0	1	0	0	1	0	5	2	1.84	0	0	0	3	0	0
Gm13054	0	0	0	0	0	0	1	0	0	2	0	4.16	0	1	0	2	2	0
Clcn6	29	27	27	159	148	158	17	6	94	62	648	697	40	20	32	26	27	28
Gm13207	0	0	0	0	0	1	0	1.01	3.02	7.07	0	1	0	0	1	1	3	1
Mthfr	28	5	16	109	116	90	58	11	65	99	461	423	20	15	40	20	16	22
Gm13202	0	0	0	1.3	1.32	1.56	0	4.3	6.91	12.48	0	0	0	0	0	0	0	0
Gm13201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agtrap	89	90	64	447	382	400	106	36	143	168	688	721	34	30	42	38	84	76
Draxin	0	1	0	4	2	0	0	0	0	0	3	0	0	0	0	0	0	2
Mad2l2	74	64	38	344	331	324	34	35	158	106	215	205	40	30	51	42	54	72
Fbxo6	151	173	93	909	830	819	57	43	131	146	326	356	49	39	74	60	98	144
Mir7022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo44	19	19	7	119	85	94	1	2	20	9	59	63	6	3	2	1	13	6
Fbxo2	1	0	0	2	2	3	0	0	0	0	0	1	0	0	0	0	0	3
Ptchd2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0
Gm13206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubiad1	125	129	74	644	483	386	13	4	97	61	341	337	47	32	74	39	54	54
Gm23303	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Mtor	63	65	31	752	750	542	51	40	127	147	1666	1699	34	29	52	45	43	69
Angptl7	1	0	0	1	1	0	0	3	4	0	2	0	1	1	0	0	1	0
Gm24002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc10	450	360	319	1114	1133	1037	132	104	672	430	1873	2032	231	158	275	151	368	295
Gm13204	0	0	1	12	13	4	0	1	1.42	8	31	30	4	1	4	0	2	1
Gm13209	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Srm	62	61	31	314	269	268	14	17	225	77	228	301	85	81	107	74	77	94
Masp2	2	1	2	1	0	0	5	4	2	3	0	1	3	10	6	2	12	2
Tardbp	240	122	137	1505	1404	1452	254	192	321	267	7454	6868	221	169	269	213	260	303
Gm572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13203	0	0	0	5	1	3	0	0	0	0	0	1	0	0	0	0	0	0
Casz1	23	22	22	268	246.54	227	16	8	61	70	292	314.15	6	5	3	13	7	16
Gm15969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13205	0	1	0	6	17.46	11	1	1	9	5	4	6.85	4	10	5	2	8	8
Gm17029	11	15	0	35.16	46.41	54.13	12	7	22	37	29.19	22.48	18	22	9	5	17	17
Pex14	86	82	60	431.84	394.59	334.87	26	14	150	114	307.81	349.52	53	48	60	48	92	99
Gm9506	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dffa	167.79	96	89	534.81	495.52	455.13	47.78	30	116.86	73.02	769.53	790.49	49	54	51	50.41	93.46	93.43
Cort	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Apitd1	8	5	3	51	16	53	17	11	7	18	43	25	1	2	2	5	12	21
Rpsa-ps12	0	1.03	0	1.03	0	0	2.01	20.91	17.13	7.4	0	0	0	0	1.01	1.15	0	2.04
Pgd	286	205	163	1765	1472	1340	199	171	452	403	1390	1458	92	89	114	113	134	203
Kif1b	88	53	51	428	289	258	49	39	97	116	2307	2215	74	58	83	64	101	145
Ube4b	142	136	91	968.95	867.77	807.79	128	59	146	80	1928.65	2032.65	56	64	103	50	100	90
Ube4bos3	0	0	0	2	3	2	0	0	0	2	17.26	15.3	0	1	3	0	1	1
Ube4bos2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ube4bos1	0	1	0	1.05	3.23	2.21	1	2	2	4	1.09	2.05	4	3	2	5	8	3
Rbp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt112-ps2	5.72	8.08	4.06	277.15	280.55	255.82	11.01	2.58	98.35	113.44	240.25	338.46	0.97	17.12	4.19	6.63	6.7	9.57
Nmnat1	22	7	12	147.4	133.26	141.1	17	6	14	21	154.44	170.89	7	14	15	31	29	48
Gm13097	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0
Lzic	135	96	90	516	496	545	62	42	179	198	505	554	37	33	47	25	91	73
Gm13071	0	1	0	3	1	0	0	0	0	0	9	8	0	0	0	0	1	0
Gm24381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnbip1	43	33	25	187.97	175.35	192.72	31	29	38	23	135.73	178	11	6	19	11	29	36
Mir5616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13066	3	5	3	1.03	16.65	7.28	4	0	6	10	5.27	0	1	1	2	1	2	1
Clstn1	253	218	142	1285	1362	1072	39	9	138	165	1412	2030	40	52	48	52	95	70
Pik3cd	3031	2589	1914	17765	15557	14384	740	363	1565	1347	23022	24196	1037	900	1505	711	1649	1705
Mir7023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem201	124	74	66	543	466	468	15	15	75	133	662	691	37	34	62	39	66	63
Slc25a33	31	31	18	113	106	109.03	22	5	18	3	70.79	88.7	12	14	19	22	31	40
Gm13068	0	2	0	0	0	1.97	2	1	1	1	5.21	5.3	1	3	1	2	5	1
Gm16188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s193	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AL626808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb1	0	5	2	6	11	3	136	59	526	540	27	31	123	84	195	104	139	154
Gm13070	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0
H6pd	237	191	142	1258	1127	967	29	22	111	70	1350	1392	39	39	49	16	63	41
Gm13067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir34a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37795	0	0	0	4	2	4	0	2	0	1	3	2	0	1	0	1	6	0
Gpr157	0	1	0	2	0	0	1	0	0	11	9	4	0	0	7	24	3	6
Gm13093	0	0	0	0	0	0	0	0	2	1	0	0	2	2	0	0	0	0
Slc2a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm13094	0	0	0	0	0	0	1.03	1.03	1.07	1.4	0	0	0	0	0	0	0	0
Eno1	3925.35	2693.22	2636.98	11454.5	10745.65	10587.27	1241.94	969.21	2979.75	2264.99	9503.89	8839.78	1302.66	1116.34	1751.92	1377.08	3115.02	2858.42
Rere	40	29	12	188	214	193	42	19	156	178	2384	2289	22	21	33	33	54	61
Gm13092	7.15	6.01	3.5	183.75	194.27	175.29	15.74	8.52	35.48	21.08	256.59	244.79	8.83	8.14	10.51	4.59	13.89	14.27
Gm23209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13091	0	0	0	15	11	8	0	0	2	0	25	30	0	0	0	0	1	2
Slc45a1	0	0	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0
Gm16079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Rps15a-ps3	0	0	0	0	0	0.33	0	0	4.59	3.3	1.52	0	0	0	0	0	1.53	1.11
Errfi1	53	41	48	240	295	246	167	68	94	72	378	384	33	29	42	133	379	389
Park7	392	376	275	1707	1582	1714	253	194	963	748	1329	1392	163	151	247	269	506	454
Tnfrsf9	250	266	186	14572	11310	10567	20	22	112	65	994	1178	47	12	40	72	79	91
Camta1	18	24	4	105	71	132	13	11	30	12	184	187	19	7	14	35	44	62
Gm23405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uts2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
Per3	23	13	13	204	160	186	9	2	43	47	530	624	21	15	27	22	22	13
Vamp3	235	214	164	1162	1023	1162	148	79	226	189	1123	1152	113	116	108	181	315	336
Gm13090	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4930589P08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm37141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc11	220	164	143	899	783	742	93	47	328	210	972	942	92	63	120	88	131	143
Thap3	119	81	79	498	531	484	71	48	182	224	758	811	65	40	55	69	109	116
Phf13	100	54	46	336	282	293	64	13	46	15	432	422	23	26	43	50	97	86
Klhl21	164	88	67	753	655	551	137	42	121	123	653	763	92	108	99	60	143	106
Zbtb48	38	24	17	254	238	292	13	2	68	116	341	475	45	39	46	18	43	52
Tas1r1	0	0	0	8	0	3	1	0	0	0	5	2	1	2	0	0	6	0
Nol9	258	216	151	1133	1168	1066	47	34	109	103	1190	1201	90	76	104	52	162	134
Plekhg5	8	7	7	90	86	77	5	14	17	6	86	79	5	0	7	7	6	5
Tnfrsf25	15	2	4	1	2	0	0	0	15	15	317	235	1	4	3	14	35	17
Espn	0	1	1	0	5	4	1	1	3	9	47	50	0	0	1	0	0	5
Gm13077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0
Acot7	670	353	347	5021	4177	4896	233	154	618	519	1678	1461	66	50	101	182	395	381
Gm27500	0	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0
Gm13096	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gpr153	0	0	0	8	0	1	0	0	1	0	9	3	0	0	1	0	1	7
Hes3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Icmt	138	89	97	919	795	643	44	56	34	65	1214	1206	51	52	88	36	82	71
Rnf207	0	0	0	0	6	0	1	0	0	0	0	0	0	0	2	0	0	0
